"id_patient","redcap_repeat_instrument","redcap_repeat_instance","birthdate_patient","deathdate_patient","ssn_patient","drivers_patient","passport_patient","prefix_patient","first_patient","last_patient","suffix_patient","maiden_patient","marital_patient","race_patient","ethnicity_patient","gender_patient","birthplace_patient","address_patient","city_patient","state_patient","fips_patient","suburb_patient","zip_patient","lat_patient","lon_patient","healthcare_expenses_patient","healthcare_coverage_patient","income_patient","patients_complete","start_medication","stop_medication","payer_medication","encounter_medication","code_medication","description_medication","base_cost_medication","payer_coverage_medication","dispenses_medication","totalcost_medication","reasoncode_medication","reasondescription_medication","medications_complete","start_condition","stop_condition","encounter_condition","code_condition","description_condition","conditions_complete"
"e43e9453-38d6-2fcf-7f4e-601936b93d21","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-05-05 22:31:21,NA,"26aab0cd-6aba-3e1b-ac5b-05c8867e762c","dd3910ec-58c5-e22f-0b80-e1ae60521431",312961,"Simvastatin 20 MG Oral Tablet",469.53,281.72,241,113156.73,NA,NA,0,NA,NA,NA,NA,NA,NA
"e43e9453-38d6-2fcf-7f4e-601936b93d21","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-05-05 22:31:21,NA,"26aab0cd-6aba-3e1b-ac5b-05c8867e762c","dd3910ec-58c5-e22f-0b80-e1ae60521431",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",129.94,77.96,241,31315.54,NA,NA,0,NA,NA,NA,NA,NA,NA
"e43e9453-38d6-2fcf-7f4e-601936b93d21","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-05-05 22:31:21,NA,"26aab0cd-6aba-3e1b-ac5b-05c8867e762c","dd3910ec-58c5-e22f-0b80-e1ae60521431",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",579.03,347.42,241,139546.23,NA,NA,0,NA,NA,NA,NA,NA,NA
"e43e9453-38d6-2fcf-7f4e-601936b93d21","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-04-29,NA,"dd3910ec-58c5-e22f-0b80-e1ae60521431",414545008,"Ischemic heart disease (disorder)",0
"e48b92eb-3858-fd2b-1e3c-92dc130f3e2a",NA,NA,1973-08-04,NA,"999-90-6768","S99980363","X1227025X","Ms.","Allene83","Thompson596",NA,NA,2,"hawaiian","Other",2,"Vacaville  California  US","163 Schroeder Forge","Colac Otway","Victoria",6059,"Balaclava",3251,-38.155186,143.648479,771142.51,220429.19,56072,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e48b92eb-3858-fd2b-1e3c-92dc130f3e2a","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-24 19:03:30,2022-09-30 19:03:30,"0133f751-9229-3cfd-815f-b6d4979bdd6a","d706d2f3-e3d2-5d1a-61b1-4dd810d90018",206905,"Ibuprofen 400 MG Oral Tablet [Ibu]",260.78,0,3,782.34,NA,NA,0,NA,NA,NA,NA,NA,NA
"e48b92eb-3858-fd2b-1e3c-92dc130f3e2a","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-01 19:03:30,NA,"0133f751-9229-3cfd-815f-b6d4979bdd6a","d706d2f3-e3d2-5d1a-61b1-4dd810d90018",309362,"Clopidogrel 75 MG Oral Tablet",970.9,0,30,29127,NA,NA,0,NA,NA,NA,NA,NA,NA
"e48b92eb-3858-fd2b-1e3c-92dc130f3e2a","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-01 19:03:30,NA,"0133f751-9229-3cfd-815f-b6d4979bdd6a","d706d2f3-e3d2-5d1a-61b1-4dd810d90018",312961,"Simvastatin 20 MG Oral Tablet",621.13,0,30,18633.9,NA,NA,0,NA,NA,NA,NA,NA,NA
"e48b92eb-3858-fd2b-1e3c-92dc130f3e2a","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-01 19:03:30,NA,"0133f751-9229-3cfd-815f-b6d4979bdd6a","d706d2f3-e3d2-5d1a-61b1-4dd810d90018",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",260.78,0,30,7823.4,NA,NA,0,NA,NA,NA,NA,NA,NA
"e48b92eb-3858-fd2b-1e3c-92dc130f3e2a","medications",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-01 19:03:30,NA,"0133f751-9229-3cfd-815f-b6d4979bdd6a","d706d2f3-e3d2-5d1a-61b1-4dd810d90018",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",335.72,0,30,10071.6,NA,NA,0,NA,NA,NA,NA,NA,NA
"e48b92eb-3858-fd2b-1e3c-92dc130f3e2a","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-25,NA,"d706d2f3-e3d2-5d1a-61b1-4dd810d90018",414545008,"Ischemic heart disease (disorder)",0
"e52fd246-a4b1-35f3-fc82-a670c0bf856f",NA,NA,1950-12-21,NA,"999-53-4785","S99952632","X33898220X","Mr.","Jeffery551","Schowalter414",NA,NA,1,"white","Other",1,"Lawrence  Massachusetts  US","476 Considine Vale","East Gippsland","Victoria",NA,"Fitzroy",3888,-37.39051,148.660943,200751.23,16527.29,43594,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e52fd246-a4b1-35f3-fc82-a670c0bf856f","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-21 09:32:28,2015-08-27 09:32:28,"e03e23c9-4df1-3eb6-a62d-f70f02301496","06902b86-daf7-339f-6de8-9fc5782a5f89",310798,"Hydrochlorothiazide 25 MG Oral Tablet",0.73,0,4,2.92,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"e52fd246-a4b1-35f3-fc82-a670c0bf856f","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-21 09:32:28,2015-08-27 09:32:28,"e03e23c9-4df1-3eb6-a62d-f70f02301496","06902b86-daf7-339f-6de8-9fc5782a5f89",308136,"amLODIPine 2.5 MG Oral Tablet",1.15,0,4,4.6,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"e52fd246-a4b1-35f3-fc82-a670c0bf856f","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-28 09:32:28,NA,"e03e23c9-4df1-3eb6-a62d-f70f02301496","06902b86-daf7-339f-6de8-9fc5782a5f89",309362,"Clopidogrel 75 MG Oral Tablet",1320.42,0,116,153168.72,NA,NA,0,NA,NA,NA,NA,NA,NA
"e52fd246-a4b1-35f3-fc82-a670c0bf856f","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-28 09:32:28,NA,"e03e23c9-4df1-3eb6-a62d-f70f02301496","06902b86-daf7-339f-6de8-9fc5782a5f89",312961,"Simvastatin 20 MG Oral Tablet",767.78,0,116,89062.48,NA,NA,0,NA,NA,NA,NA,NA,NA
"e52fd246-a4b1-35f3-fc82-a670c0bf856f","medications",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-28 09:32:28,NA,"e03e23c9-4df1-3eb6-a62d-f70f02301496","06902b86-daf7-339f-6de8-9fc5782a5f89",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",129.94,0,116,15073.04,NA,NA,0,NA,NA,NA,NA,NA,NA
"e52fd246-a4b1-35f3-fc82-a670c0bf856f","medications",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-28 09:32:28,NA,"e03e23c9-4df1-3eb6-a62d-f70f02301496","06902b86-daf7-339f-6de8-9fc5782a5f89",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",771.42,0,116,89484.72,NA,NA,0,NA,NA,NA,NA,NA,NA
"e52fd246-a4b1-35f3-fc82-a670c0bf856f","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-21,NA,"06902b86-daf7-339f-6de8-9fc5782a5f89",414545008,"Ischemic heart disease (disorder)",0
"e58bd583-99c0-e729-8fcc-13a29dbbe0bf",NA,NA,1982-08-12,NA,"999-63-4784","S99994122","X82469544X","Mr.","Alfred550","Padberg411",NA,NA,1,"white","Other",1,"Los Angeles  California  US","281 Dibbert Park Apt 0","Brimbank","Victoria",6071,"Abbotsford",3020,-37.777204,144.829945,39668.25,0,46768,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e58bd583-99c0-e729-8fcc-13a29dbbe0bf","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-11 03:13:30,NA,"26aab0cd-6aba-3e1b-ac5b-05c8867e762c","b00eb3ec-da54-89a6-2041-ebb0eb14479b",309362,"Clopidogrel 75 MG Oral Tablet",633.98,0,103,65299.94,NA,NA,0,NA,NA,NA,NA,NA,NA
"e58bd583-99c0-e729-8fcc-13a29dbbe0bf","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-11 03:13:30,NA,"26aab0cd-6aba-3e1b-ac5b-05c8867e762c","b00eb3ec-da54-89a6-2041-ebb0eb14479b",312961,"Simvastatin 20 MG Oral Tablet",277.58,0,103,28590.74,NA,NA,0,NA,NA,NA,NA,NA,NA
"e58bd583-99c0-e729-8fcc-13a29dbbe0bf","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-11 03:13:30,NA,"26aab0cd-6aba-3e1b-ac5b-05c8867e762c","b00eb3ec-da54-89a6-2041-ebb0eb14479b",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",129.94,0,103,13383.82,NA,NA,0,NA,NA,NA,NA,NA,NA
"e58bd583-99c0-e729-8fcc-13a29dbbe0bf","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-11 03:13:30,NA,"26aab0cd-6aba-3e1b-ac5b-05c8867e762c","b00eb3ec-da54-89a6-2041-ebb0eb14479b",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",374.69,0,103,38593.07,NA,NA,0,NA,NA,NA,NA,NA,NA
"e58bd583-99c0-e729-8fcc-13a29dbbe0bf","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-04,NA,"b00eb3ec-da54-89a6-2041-ebb0eb14479b",414545008,"Ischemic heart disease (disorder)",0
"e66f2fd4-80fb-3a3c-08db-c0a9225ea9da",NA,NA,1940-06-16,2000-09-26,"999-80-1192","S99957930","X20910661X","Mrs.","Pilar644","Fadel536",NA,"Von197",NA,"white","Other",2,"Los Angeles  California  US","229 Armstrong Path Suite 81","Gannawarra","Victoria",6097,"Middle Park",3540,-35.89277,143.45008,719058.98,2176132.83,28169,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e66f2fd4-80fb-3a3c-08db-c0a9225ea9da","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-14 22:21:00,2020-05-02 22:21:00,"a735bf55-83e9-331a-899d-a82a60b9f60c","ac6c4fd6-db88-ee55-f29e-a45fbdf7a688",106892,"insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin]",376.15,300.92,1,376.15,15777000,"Prediabetes",0,NA,NA,NA,NA,NA,NA
"e66f2fd4-80fb-3a3c-08db-c0a9225ea9da","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-14 22:21:00,2020-05-02 22:21:00,"a735bf55-83e9-331a-899d-a82a60b9f60c","ac6c4fd6-db88-ee55-f29e-a45fbdf7a688",310798,"Hydrochlorothiazide 25 MG Oral Tablet",0.57,0.46,1,0.57,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"e66f2fd4-80fb-3a3c-08db-c0a9225ea9da","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-14 22:21:00,2020-05-02 22:21:00,"a735bf55-83e9-331a-899d-a82a60b9f60c","ac6c4fd6-db88-ee55-f29e-a45fbdf7a688",314076,"lisinopril 10 MG Oral Tablet",0.91,0.73,1,0.91,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"e66f2fd4-80fb-3a3c-08db-c0a9225ea9da","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-14 22:21:00,2020-05-02 22:21:00,"a735bf55-83e9-331a-899d-a82a60b9f60c","ac6c4fd6-db88-ee55-f29e-a45fbdf7a688",308136,"amLODIPine 2.5 MG Oral Tablet",0.92,0.74,1,0.92,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"e66f2fd4-80fb-3a3c-08db-c0a9225ea9da","medications",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-14 22:21:00,2020-05-02 22:21:00,"a735bf55-83e9-331a-899d-a82a60b9f60c","ac6c4fd6-db88-ee55-f29e-a45fbdf7a688",904419,"Alendronic acid 10 MG Oral Tablet",4.62,3.7,1,4.62,64859006,"Osteoporosis (disorder)",0,NA,NA,NA,NA,NA,NA
"e66f2fd4-80fb-3a3c-08db-c0a9225ea9da","medications",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-21 22:21:00,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","ac6c4fd6-db88-ee55-f29e-a45fbdf7a688",309362,"Clopidogrel 75 MG Oral Tablet",578.2,462.56,48,27753.6,NA,NA,0,NA,NA,NA,NA,NA,NA
"e66f2fd4-80fb-3a3c-08db-c0a9225ea9da","medications",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-21 22:21:00,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","ac6c4fd6-db88-ee55-f29e-a45fbdf7a688",312961,"Simvastatin 20 MG Oral Tablet",372.74,298.19,48,17891.52,NA,NA,0,NA,NA,NA,NA,NA,NA
"e66f2fd4-80fb-3a3c-08db-c0a9225ea9da","medications",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-21 22:21:00,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","ac6c4fd6-db88-ee55-f29e-a45fbdf7a688",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",129.94,103.95,48,6237.12,NA,NA,0,NA,NA,NA,NA,NA,NA
"e66f2fd4-80fb-3a3c-08db-c0a9225ea9da","medications",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-21 22:21:00,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","ac6c4fd6-db88-ee55-f29e-a45fbdf7a688",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",475.66,380.53,48,22831.68,NA,NA,0,NA,NA,NA,NA,NA,NA
"e66f2fd4-80fb-3a3c-08db-c0a9225ea9da","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-15,NA,"ac6c4fd6-db88-ee55-f29e-a45fbdf7a688",414545008,"Ischemic heart disease (disorder)",0
"e71a6455-469f-20a7-06ed-b32f9743c318",NA,NA,1953-08-29,NA,"999-51-8116","S99982922","X87399024X","Mrs.","Minerva230","Kovacek682",NA,"Mann644",1,"white","Other",2,"Andover  Massachusetts  US","340 Langosh Rue","Horsham","Victoria",25009,"Port Melbourne",3401,-36.881534,141.940832,315159.6,930274.84,648222,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e71a6455-469f-20a7-06ed-b32f9743c318","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-18 00:55:41,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","88a3f4c7-f8e4-da63-43a1-ceeda03e4224",309362,"Clopidogrel 75 MG Oral Tablet",510.89,408.71,27,13794.03,NA,NA,0,NA,NA,NA,NA,NA,NA
"e71a6455-469f-20a7-06ed-b32f9743c318","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-18 00:55:41,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","88a3f4c7-f8e4-da63-43a1-ceeda03e4224",312961,"Simvastatin 20 MG Oral Tablet",538.53,430.82,27,14540.31,NA,NA,0,NA,NA,NA,NA,NA,NA
"e71a6455-469f-20a7-06ed-b32f9743c318","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-18 00:55:41,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","88a3f4c7-f8e4-da63-43a1-ceeda03e4224",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",129.94,103.95,27,3508.38,NA,NA,0,NA,NA,NA,NA,NA,NA
"e71a6455-469f-20a7-06ed-b32f9743c318","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-18 00:55:41,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","88a3f4c7-f8e4-da63-43a1-ceeda03e4224",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",710.31,568.25,27,19178.37,NA,NA,0,NA,NA,NA,NA,NA,NA
"e71a6455-469f-20a7-06ed-b32f9743c318","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-11,NA,"88a3f4c7-f8e4-da63-43a1-ceeda03e4224",414545008,"Ischemic heart disease (disorder)",0
"e72e5cc3-7212-876c-7deb-81e5f59f2738",NA,NA,1950-04-14,NA,"999-35-5917","S99924429","X72306648X","Mr.","Miguel Ángel46","Crespo500",NA,NA,1,"black","Other",1,"Gaudalajara  Jalisco  MX","752 Emmerich Crossing","Swan Hill","Victoria",6081,"Clifton Hill",3589,-35.228436,143.441248,88452.59,184737.67,134595,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e72e5cc3-7212-876c-7deb-81e5f59f2738","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-05-14 07:32:09,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","0ab11e4a-cd36-d3be-750a-2c1b8573903e",309362,"Clopidogrel 75 MG Oral Tablet",1605.84,1284.67,241,387007.44,NA,NA,0,NA,NA,NA,NA,NA,NA
"e72e5cc3-7212-876c-7deb-81e5f59f2738","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-05-14 07:32:09,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","0ab11e4a-cd36-d3be-750a-2c1b8573903e",312961,"Simvastatin 20 MG Oral Tablet",181.94,145.55,241,43847.54,NA,NA,0,NA,NA,NA,NA,NA,NA
"e72e5cc3-7212-876c-7deb-81e5f59f2738","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-05-14 07:32:09,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","0ab11e4a-cd36-d3be-750a-2c1b8573903e",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",129.94,103.95,241,31315.54,NA,NA,0,NA,NA,NA,NA,NA,NA
"e72e5cc3-7212-876c-7deb-81e5f59f2738","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-05-14 07:32:09,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","0ab11e4a-cd36-d3be-750a-2c1b8573903e",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",261.92,209.54,241,63122.72,NA,NA,0,NA,NA,NA,NA,NA,NA
"e72e5cc3-7212-876c-7deb-81e5f59f2738","medications",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-26 07:45:12,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","5d494164-8a55-4429-6d36-6cf49d973567",310798,"Hydrochlorothiazide 25 MG Oral Tablet",1.42,0,1,1.42,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"e72e5cc3-7212-876c-7deb-81e5f59f2738","medications",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-26 07:45:12,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","5d494164-8a55-4429-6d36-6cf49d973567",1049625,"Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet]",260.78,23.36,3,782.34,NA,NA,0,NA,NA,NA,NA,NA,NA
"e72e5cc3-7212-876c-7deb-81e5f59f2738","medications",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-26 07:45:12,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","5d494164-8a55-4429-6d36-6cf49d973567",209387,"Acetaminophen 325 MG Oral Tablet [Tylenol]",260.78,208.62,3,782.34,NA,NA,0,NA,NA,NA,NA,NA,NA
"e72e5cc3-7212-876c-7deb-81e5f59f2738","medications",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-02 07:45:12,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","5d494164-8a55-4429-6d36-6cf49d973567",309362,"Clopidogrel 75 MG Oral Tablet",1850.71,1480.57,1,1850.71,NA,NA,0,NA,NA,NA,NA,NA,NA
"e72e5cc3-7212-876c-7deb-81e5f59f2738","medications",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-02 07:45:12,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","5d494164-8a55-4429-6d36-6cf49d973567",312961,"Simvastatin 20 MG Oral Tablet",1223.5,978.8,1,1223.5,NA,NA,0,NA,NA,NA,NA,NA,NA
"e72e5cc3-7212-876c-7deb-81e5f59f2738","medications",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-02 07:45:12,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","5d494164-8a55-4429-6d36-6cf49d973567",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",260.78,208.62,1,260.78,NA,NA,0,NA,NA,NA,NA,NA,NA
"e72e5cc3-7212-876c-7deb-81e5f59f2738","medications",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-02 07:45:12,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","5d494164-8a55-4429-6d36-6cf49d973567",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",764.07,611.26,1,764.07,NA,NA,0,NA,NA,NA,NA,NA,NA
